"SECTION","SCHOOL","COURSE_CODE","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPTOWNERNAME","DEPARTMENT","origin"
"22650","DENT","AMED-750A ","562","2","2","Physical Evaluation and Anesthesia","C ","","Y ","TBA ","TBA ","","6","","Tom, James, William ","OFFICE ","6"," In-depth examination of physical evaluation, emergency medicine, basic life support, inhalation sedation, intravenous sedation, local anesthesia, and patient monotoring; includes clinical experience.","Ostrow School of Dentistry","AMED","20222"
"22670","DENT","AMED-750A ","24","2","2","Physical Evaluation and Anesthesia","C ","","Y ","TBA ","TBA ","","37","","Tom, James, William ","OFFICE ","37"," In-depth examination of physical evaluation, emergency medicine, basic life support, inhalation sedation, intravenous sedation, local anesthesia, and patient monotoring; includes clinical experience.","Ostrow School of Dentistry","AMED","20222"
"22651","DENT","AMED-750B ","562","2","2","Physical Evaluation and Anesthesia","C ","","Y ","TBA ","TBA ","","6","","Tom, James, William ","OFFICE ","6"," In-depth examination of physical evaluation, emergency medicine, basic life support, inhalation sedation, intravenous sedation, local anesthesia, and patient monotoring; includes clinical experience.","Ostrow School of Dentistry","AMED","20222"
"22671","DENT","AMED-750B ","24","2","2","Physical Evaluation and Anesthesia","C ","","Y ","TBA ","TBA ","","37","","Tom, James, William ","OFFICE ","37"," In-depth examination of physical evaluation, emergency medicine, basic life support, inhalation sedation, intravenous sedation, local anesthesia, and patient monotoring; includes clinical experience.","Ostrow School of Dentistry","AMED","20222"
"22652","DENT","AMED-750C ","562","1","1","Physical Evaluation and Anesthesia","C ","","Y ","TBA ","TBA ","","6","","Tom, James, William ","OFFICE ","6"," In-depth examination of physical evaluation, emergency medicine, basic life support, inhalation sedation, intravenous sedation, local anesthesia, and patient monotoring; includes clinical experience.","Ostrow School of Dentistry","AMED","20222"
"22672","DENT","AMED-750C ","24","1","1","Physical Evaluation and Anesthesia","C ","","Y ","TBA ","TBA ","","31","","Tom, James, William ","OFFICE ","31"," In-depth examination of physical evaluation, emergency medicine, basic life support, inhalation sedation, intravenous sedation, local anesthesia, and patient monotoring; includes clinical experience.","Ostrow School of Dentistry","AMED","20222"
"10320","LAS ","AMST-135","50","4","4","Peoples and Cultures of the Americas","CD","","Y ","12:30","15:20","TWH ","25","","Chavez, Alicia, L.","ONLINE ","25","An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary. ","Dana and David Dornsife College of Letters, Arts and Sciences","AMST","20222"
"10347","LAS ","AMST-200","50","4","4","Introduction to American Studies and Ethnicity","CD","","Y ","9:00","11:50","TWH ","25","","Chavez, Alicia, L.","ONLINE ","25","Introduction to American studies and ethnic studies. Provides an overview of major theories, concepts, and issues.","Dana and David Dornsife College of Letters, Arts and Sciences","AMST","20222"
"10421","LASS","AMST-342","52","4","4","Law and Identities","C","","Y","14:00","16:50","TWH","2","","De Leon, Adrian","OFFICE","2","Examines the complex and contested interaction between the law and racial, gender, religious, ethnic, and sexual identities using historical and contemporary cases.","LAS- Social Science & Communications","AMST","20222"
"10441","LASS","AMST-490","59","2","8","Directed Research ","C ","","Y ","TBA ","TBA ","","0","","","OFFICE ","0","Individual research and readings. Not available for graduate credit.","LAS- Social Science & Communications","AMST","20222"
"10478","LASS","AMST-590","59","1","12","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the master's degree.Maximum units which maybe applied to the degree to be determined by the program.Graded CR/NC.","LAS- Social Science & Communications","AMST","20222"
"10492","LASS","AMST-790","59","1","12","Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the doctorate.Maximum units which may be applied to the degree to be determined by the department.Graded CR/NC.","LAS- Social Science & Communications","AMST","20222"
"10495","LASS","AMST-794A ","59","2","2","Doctoral Dissertation ","C ","","Y ","TBA ","TBA ","","0","","","OFFICE ","0","Credit on acceptance of dissertation.Graded IP/CR/NC. ","LAS- Social Science & Communications","AMST","20222"
"10496","LASS","AMST-794B ","59","2","2","Doctoral Dissertation ","C ","","Y ","TBA ","TBA ","","0","","","OFFICE ","0","Credit on acceptance of dissertation.Graded IP/CR/NC. ","LAS- Social Science & Communications","AMST","20222"
"10497","LASS","AMST-794C ","59","2","2","Doctoral Dissertation ","C ","","Y ","TBA ","TBA ","","0","","","OFFICE ","0","Credit on acceptance of dissertation.Graded IP/CR/NC. ","LAS- Social Science & Communications","AMST","20222"
"10498","LASS","AMST-794D ","59","2","2","Doctoral Dissertation ","C ","","Y ","TBA ","TBA ","","0","","","OFFICE ","0","Credit on acceptance of dissertation.Graded IP/CR/NC. ","LAS- Social Science & Communications","AMST","20222"
"10499","LASS","AMST-794Z ","59","0","0","Doctoral Dissertation ","C ","","Y ","TBA ","TBA ","","0","","","OFFICE ","0","Credit on acceptance of dissertation.Graded IP/CR/NC. ","LAS- Social Science & Communications","AMST","20222"
"22701","DENT","ANAT-701","369","1","1","Advanced Head & Neck Anatomy","C","","Y","TBA","TBA","","22","","Alavi, Mahsa","","22","Detailed study of structure and function of fhe orofacial region including recent research and advances in dentistry.","Ostrow School of Dentistry","ANAT","20222"
"50101","MED","ANST-503","434","4","4","Advanced Pharmacology of Anesthesia Practice II","C","","Y","8:00","13:50","T","24","","Gold, Michele, E.","CHP225","24","Pharmacokinetic/pharmacodynamic principles of drugs covering different organs systems (Cardiovascular, CNS, hematology, endocrine), herbal therapies, chemotherapeutics, antimicrobials. Application of pharmacology to anesthetic management using problem-based learning. Prerequisites: ANST 501 and ANST 502","Keck School of Medicine","ANST","20222"
