"SECTION","SCHOOL","COURSE_CODE","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPTOWNERNAME","DEPARTMENT","origin"
"10219","ACAD","ACAD-475B","1","8","8","The Garage Experience","C","","N","12:00","14:50","MW","0","B","More, Phil Child, Stephen, C.","SKS404","0","Continuation of ACAD 475a. Students refine and perfect outcomes, leading to a pitch/presentation to faculty and industry experts for funding or validation, and critical networking.","Jimmy Iovine and Andre Young Academy","ACAD","20211"
"10207","ACAD","ACAD-475B","1","4","4","The Garage Experience","C","","Y","12:00","14:50","MW","32","B","More, Phil Child, Stephen, C.","IYH212/213","32","Continuation of ACAD 475a. Students refine and perfect outcomes, leading to a pitch/presentation to faculty and industry experts for funding or validation, and critical networking.","Jimmy Iovine and Andre Young Academy","ACAD","20211"
"10227","ACAD","ACAD-490","60","1","8","Directed Research ","C ","","Y ","TBA ","TBA ","","0","A ","","ONLINE ","0","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20211"
"10226","ACAD","ACAD-490","60","3","3","Directed Research ","C ","","Y ","TBA ","TBA ","","0","A ","","ONLINE ","0","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20211"
"10220","ACAD","ACAD-490","60","1","8","Directed Research ","C ","","Y ","TBA ","TBA ","","1","A ","Siegel, Aaron ","ONLINE ","1","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20211"
"10228","ACAD","ACAD-490","60","1","8","Directed Research ","C ","","Y ","TBA ","TBA ","","0","A ","","ONLINE ","0","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20211"
"10241","ACAD","ACAD-491","60","1","4","Individual Instruction","C ","N ","Y ","TBA ","TBA ","","0","A ","Becker, Carsten ","ONLINE ","0","Weekly, individual instruction with an Academy professor for deep exploration and study within an Academy core discipline.","Jimmy Iovine and Andre Young Academy","ACAD","20211"
"10216","ACAD","ACAD-499","1","2","2","Special Topics","C ","","Y ","15:00","16:50","T ","21","A ","Sharkey, Tina "," ","21","Comprehensive exploration of particular aspects of art, technology and the business of innovation.","Jimmy Iovine and Andre Young Academy","ACAD","20211"
"10249","ACAD","ACAD-590","60","1","3","Directed Research ","C ","","Y ","TBA ","TBA ","","0","A ","","ONLINE ","0","Research leading to graduate degree. Maximum units which may be applied to degree determined by department. ","Jimmy Iovine and Andre Young Academy","ACAD","20211"
"10248","ACAD","ACAD-590","60","1","3","Directed Research ","C ","","Y ","TBA ","TBA ","","0","A ","","ONLINE ","0","Research leading to graduate degree. Maximum units which may be applied to degree determined by department. ","Jimmy Iovine and Andre Young Academy","ACAD","20211"
"14025","BUAD","ACCT-370","60","4","4","External Financial Reporting Issues ","C ","A ","Y ","8:00","9:50","MW","27","A ","Smith, Lori, L. ","ONLINE ","27","Understanding of decision-making, problem solving, and research skills as a supplement to financial accounting knowledge for accounting professionals.","Gordon S. Marshall School of Business","ACCT","20211"
"14027","BUAD","ACCT-370","60","4","4","External Financial Reporting Issues ","C ","A ","Y ","12:00","13:50","MW","25","A ","Holder, Bill","ONLINE ","25","Understanding of decision-making, problem solving, and research skills as a supplement to financial accounting knowledge for accounting professionals.","Gordon S. Marshall School of Business","ACCT","20211"
"14026","BUAD","ACCT-370","60","4","4","External Financial Reporting Issues ","C ","A ","Y ","10:00","11:50","MW","29","A ","Smith, Lori, L. ","ONLINE ","29","Understanding of decision-making, problem solving, and research skills as a supplement to financial accounting knowledge for accounting professionals.","Gordon S. Marshall School of Business","ACCT","20211"
"14029","BUAD","ACCT-370","60","0","0","External Financial Reporting Issues","D","A","Y","12:00","13:50","F","81","A","Smith, Lori, L.Holder, Bill","ONLINE","81","Understanding of decision-making, problem solving, and research skills as a supplement to financial accounting knowledge for accounting professionals.","Gordon S. Marshall School of Business","ACCT","20211"
"14041","BUAD","ACCT-371","60","4","4","Introduction to Accounting Systems","C ","B ","Y ","14:00","15:50","TH","29","A ","Kiddoo, Bob ","ONLINE ","29","Understanding of technology and controls needed to capture data used by professionals in financial and managerial accounting, auditing and taxation.","Gordon S. Marshall School of Business","ACCT","20211"
"14042","BUAD","ACCT-371","60","4","4","Introduction to Accounting Systems","C ","B ","Y ","16:00","17:50","TH","22","A ","Kiddoo, Bob ","ONLINE ","22","Understanding of technology and controls needed to capture data used by professionals in financial and managerial accounting, auditing and taxation.","Gordon S. Marshall School of Business","ACCT","20211"
"14040","BUAD","ACCT-371","60","4","4","Introduction to Accounting Systems","C ","B ","Y ","12:00","13:50","TH","28","A ","Kiddoo, Bob ","ONLINE ","28","Understanding of technology and controls needed to capture data used by professionals in financial and managerial accounting, auditing and taxation.","Gordon S. Marshall School of Business","ACCT","20211"
"14044","BUAD","ACCT-371","60","0","0","Introduction to Accounting Systems","D ","B ","Y ","TBA ","TBA ","F ","79","A ","Kiddoo, Bob ","ONLINE ","79","Understanding of technology and controls needed to capture data used by professionals in financial and managerial accounting, auditing and taxation.","Gordon S. Marshall School of Business","ACCT","20211"
"14051","BUAD","ACCT-372","442","2","2","Internal Reporting Issues ","C ","","Y ","12:00","13:50","TH","44","A ","Jackson, Cecil, W.","ONLINE ","44","Understanding of decision-making, problem solving, and research skills as a supplement to managerial accounting knowledge for accounting professionals. ","Gordon S. Marshall School of Business","ACCT","20211"
"14052","BUAD","ACCT-372","442","2","2","Internal Reporting Issues ","C ","","Y ","14:00","15:50","TH","38","A ","Jackson, Cecil, W.","ONLINE ","38","Understanding of decision-making, problem solving, and research skills as a supplement to managerial accounting knowledge for accounting professionals. ","Gordon S. Marshall School of Business","ACCT","20211"
"14057","BUAD","ACCT-373","431","2","2","Introduction to Auditing and Assurance Services ","C ","","Y ","12:00","13:50","MW","39","A ","Layton, Rose, M.","ONLINE ","39","Exploration of the requisite skills and knowledge needed to offer services in assurance, attestation or auditing engagements. Prerequisites: ACCT 370 and ACCT 371. ","Gordon S. Marshall School of Business","ACCT","20211"
"14056","BUAD","ACCT-373","431","2","2","Introduction to Auditing and Assurance Services ","C ","","Y ","10:00","11:50","MW","41","A ","Layton, Rose, M.","ONLINE ","41","Exploration of the requisite skills and knowledge needed to offer services in assurance, attestation or auditing engagements. Prerequisites: ACCT 370 and ACCT 371. ","Gordon S. Marshall School of Business","ACCT","20211"
"14058","BUAD","ACCT-373","431","0","0","Introduction to Auditing and Assurance Services ","D ","","Y ","10:00","11:50","F ","80","A ","Layton, Rose, M.","ONLINE ","80","Exploration of the requisite skills and knowledge needed to offer services in assurance, attestation or auditing engagements. Prerequisites: ACCT 370 and ACCT 371. ","Gordon S. Marshall School of Business","ACCT","20211"
"14061","BUAD","ACCT-374","431","2","2","Introduction to Tax Issues","C ","","Y ","12:00","13:50","TH","45","A ","Swenson, Charles, W ","ONLINE ","45","Basic tax principles, introduction to U.S. federal, state and local tax systems, income and expense definitions, property transactions, and fundamentals of individual taxation.","Gordon S. Marshall School of Business","ACCT","20211"
"14062","BUAD","ACCT-374","431","2","2","Introduction to Tax Issues","C ","","Y ","14:00","15:50","TH","37","A ","Swenson, Charles, W ","ONLINE ","37","Basic tax principles, introduction to U.S. federal, state and local tax systems, income and expense definitions, property transactions, and fundamentals of individual taxation.","Gordon S. Marshall School of Business","ACCT","20211"
"14067","BUAD","ACCT-377","442","2","2","Valuation for Financial Statement Purposes","C ","","Y ","12:00","13:50","MW","41","A ","Ryan, Tom ","ONLINE ","41","Explores Accounting Standards Codification (ASC) 820 Fair Value Measurements and Disclosures and reviews the historical background of US GAAP fair value guidance. Prerequisite: ACCT 370.","Gordon S. Marshall School of Business","ACCT","20211"
"14066","BUAD","ACCT-377","442","2","2","Valuation for Financial Statement Purposes","C ","","Y ","10:00","11:50","MW","37","A ","Ryan, Tom ","ONLINE ","37","Explores Accounting Standards Codification (ASC) 820 Fair Value Measurements and Disclosures and reviews the historical background of US GAAP fair value guidance. Prerequisite: ACCT 370.","Gordon S. Marshall School of Business","ACCT","20211"
"14010","BUAD","ACCT-380","60","4","4","Introduction to Enterprise Risk Management","C ","","Y ","10:00","11:50","TH","36","A ","Jaconi, Kristen, Elizabeth","ONLINE ","36","Understand the concept of risk, risk assessment and management frameworks; learn to identify, analyze, manage and mitigate and communicate this risk to stakeholders. ","Gordon S. Marshall School of Business","ACCT","20211"
"14023","BUAD","ACCT-387","60","4","4","Risk Management in Entertainment, Sports and the Arts ","C ","","Y ","14:00","15:50","TH","38","A ","Jaconi, Kristen, Elizabeth","ONLINE ","38","Knowledge and skills needed to identify, analyze, control, finance and report on the risks particular to entertainment, sports and the arts.","Gordon S. Marshall School of Business","ACCT","20211"
"14002","ACCT","ACCT-410","60","4","4","Foundations of Accounting","C","","Y","14:00","15:50","MW","39","A","Wittenberg Moerman, Regina","ONLINE","39","Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in accounting or business administration.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20211"
"14006","ACCT","ACCT-410","60","4","4","Foundations of Accounting","C","","Y","12:00","13:50","TH","34","A","Wilson Sweeney, Zivia, L.","ONLINE","34","Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in accounting or business administration.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20211"
"14004","ACCT","ACCT-410","60","4","4","Foundations of Accounting","C","","Y","8:00","9:50","TH","26","A","Wilson Sweeney, Zivia, L.","ONLINE","26","Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in accounting or business administration.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20211"
"14003","ACCT","ACCT-410","60","4","4","Foundations of Accounting","C","","Y","16:00","17:50","MW","32","A","Davila, Ruben, Allen","ONLINE","32","Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in accounting or business administration.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20211"
"14005","ACCT","ACCT-410","60","4","4","Foundations of Accounting","C","","Y","10:00","11:50","TH","37","A","Wilson Sweeney, Zivia, L.","ONLINE","37","Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in accounting or business administration.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20211"
"14001","ACCT","ACCT-410","60","4","4","Foundations of Accounting","C","","Y","12:00","13:50","MW","37","A","Wittenberg Moerman, Regina","ONLINE","37","Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in accounting or business administration.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20211"
"14100","BUAD","ACCT-415","60","4","4","Intermediate Financial Accounting for Non-Accounting Majors ","C ","","Y ","16:00","17:50","MW","32","A ","Ryan, Tom ","ONLINE ","32","In-depth study of balance sheet, income statement, and cash flow statement issued from the perspective of a user (not preparer) of corporate financial reports. Not open to accounting majors.","Gordon S. Marshall School of Business","ACCT","20211"
"14105","ACCT","ACCT-416","431","2","2","Financial Reporting and Analysis","C ","","Y ","14:00","15:50","MW","46","A ","Leonetti, James, H","ONLINE ","46","Examination of the role of financial statement analysis in the prediction of a firm's future financial performance. ","Elaine and Kenneth Leventhal School of Accounting","ACCT","20211"
"14143","BUAD","ACCT-430","60","4","4","Accounting Ethics ","C ","A ","Y ","10:00","11:50","TH","57","A ","Kling, Greg ","ONLINE ","57","Theoretical knowledge and practical application accountants need to identify ethical issues and reconcile conflicts among competing stakeholders' interests in all major areas of accounting practice.","Gordon S. Marshall School of Business","ACCT","20211"
"14145","BUAD","ACCT-430","60","4","4","Accounting Ethics ","C ","A ","Y ","14:00","15:50","TH","57","A ","Leonetti, James, H","ONLINE ","57","Theoretical knowledge and practical application accountants need to identify ethical issues and reconcile conflicts among competing stakeholders' interests in all major areas of accounting practice.","Gordon S. Marshall School of Business","ACCT","20211"
"14144","BUAD","ACCT-430","60","4","4","Accounting Ethics ","C ","A ","Y ","12:00","13:50","TH","56","A ","Kling, Greg ","ONLINE ","56","Theoretical knowledge and practical application accountants need to identify ethical issues and reconcile conflicts among competing stakeholders' interests in all major areas of accounting practice.","Gordon S. Marshall School of Business","ACCT","20211"
"14147","BUAD","ACCT-430","60","0","0","Accounting Ethics ","D ","A ","Y ","9:30","10:50","F ","170","A ","Kling, Greg ","ONLINE ","170","Theoretical knowledge and practical application accountants need to identify ethical issues and reconcile conflicts among competing stakeholders' interests in all major areas of accounting practice.","Gordon S. Marshall School of Business","ACCT","20211"
"14186","ACCT","ACCT-462","431","2","2","Detecting Fraudulent Financial Reporting","C ","","Y ","16:00","17:50","TH","49","A ","Jackson, Cecil, W.","ONLINE ","49","Understanding/identifying methods of fraudulent financial reporting, and signals that financial statements were fictitiously prepared; major frameworks for analyzing ethical dilemmas; reforms in corporate reporting environment. ","Elaine and Kenneth Leventhal School of Accounting","ACCT","20211"
"14116","BUAD","ACCT-470","60","4","4","Advanced External Financial Reporting Issues","C ","","Y ","10:00","11:50","MW","38","A ","Perlmutter, Herbert ","ONLINE ","38","Develop capabilities to identify and resolve advanced external financial reporting challenges, focusing primarily on operating, financing, and investing activities of business enterprises. Duplicates credit in ACCT 470ab. ","Gordon S. Marshall School of Business","ACCT","20211"
"14117","BUAD","ACCT-470","60","4","4","Advanced External Financial Reporting Issues","C ","","Y ","12:00","13:50","MW","42","A ","Perlmutter, Herbert ","ONLINE ","42","Develop capabilities to identify and resolve advanced external financial reporting challenges, focusing primarily on operating, financing, and investing activities of business enterprises. Duplicates credit in ACCT 470ab. ","Gordon S. Marshall School of Business","ACCT","20211"
"14136","BUAD","ACCT-473","442","2","2","Financial Statement Auditing","CD","","Y ","12:00","13:50","MW","33","A ","Layton, Rose, M.","ONLINE ","33","Course builds on the background developed in ACCT 373, specifically the process used by external auditors to conduct financial statement audits. Prerequisites: ACCT-373. ","Gordon S. Marshall School of Business","ACCT","20211"
"14135","BUAD","ACCT-473","442","2","2","Financial Statement Auditing","CD","","Y ","10:00","11:50","MW","30","A ","Layton, Rose, M.","ONLINE ","30","Course builds on the background developed in ACCT 373, specifically the process used by external auditors to conduct financial statement audits. Prerequisites: ACCT-373. ","Gordon S. Marshall School of Business","ACCT","20211"
"14141","ACCT","ACCT-474","442","2","2","Tax Issues for Business","C","","Y","16:00","17:50","MW","16","A","Wang, Shiing-Wu","ONLINE","16","Capabilities to identify and articulate tax issues related to abusiness entity's life: formation, investing, financing and operations, and change of form.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20211"
"14140","ACCT","ACCT-474","442","2","2","Tax Issues for Business","C","","Y","14:00","15:50","MW","19","A","Wang, Shiing-Wu","ONLINE","19","Capabilities to identify and articulate tax issues related to abusiness entity's life: formation, investing, financing and operations, and change of form.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20211"
"14142","ACCT","ACCT-474","442","0","0","Tax Issues for Business","L","","Y","11:00","12:50","F","35","A","Wang, Shiing-Wu","ONLINE","35","Capabilities to identify and articulate tax issues related to abusiness entity's life: formation, investing, financing and operations, and change of form.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20211"
"14180","BUAD","ACCT-490","60","2","8","Directed Research ","C ","","Y ","TBA ","TBA ","","0","A ","","ONLINE ","0","Individual research and readings. Not available for graduate credit.","Gordon S. Marshall School of Business","ACCT","20211"
"14202","GSBA","ACCT-526","60","1.5","1.5","Global Accounting Experience","C ","","Y ","11:00","12:20","F ","22","A ","Wang, Shiing-Wu ","ONLINE ","22","Cross-border transactions in the global economy examining accounting, legal, and tax environments, economic and political systems, and cultural differences. Includes international travel to selected region.","Gordon S. Marshall School of Business","ACCT","20211"
"14318","GSBA","ACCT-527","754","1.5","1.5","Financial Statement Analysis - Audit Perspective","C ","","Y ","TBA ","TBA ","","35","A ","Braunegg, George","ONLINE ","35","Analysis of corporate financial reports to evaluate the firms past and present performance as well as to predict likely future performance from an auditors perspective.Duplicates credit in ACCT 581.","Gordon S. Marshall School of Business","ACCT","20211"
"14210","BUAD GSBA","ACCT-530","60","3","3","Ethics for Professional Accountants","C","A","Y","8:00","9:20","MW","16","A","Leonetti, James, H","ONLINE","16","Provides the ethical grounding that accountants need to identify ethical issues and reconcile conflicts among competing stakeholder interests. Open only to Accounting and Business Taxation majors.","Gordon S. Marshall School of Business Gordon S. Marshall School of Business","ACCT","20211"
"14211","BUAD GSBA","ACCT-530","60","3","3","Ethics for Professional Accountants","C","A","Y","9:30","10:50","MW","50","A","Leonetti, James, H","ONLINE","50","Provides the ethical grounding that accountants need to identify ethical issues and reconcile conflicts among competing stakeholder interests. Open only to Accounting and Business Taxation majors.","Gordon S. Marshall School of Business Gordon S. Marshall School of Business","ACCT","20211"
"14214","BUAD GSBA","ACCT-530","60","0","0","Ethics for Professional Accountants","L","A","Y","9:30","10:50","F","66","A","Leonetti, James, H","ONLINE","66","Provides the ethical grounding that accountants need to identify ethical issues and reconcile conflicts among competing stakeholder interests. Open only to Accounting and Business Taxation majors.","Gordon S. Marshall School of Business Gordon S. Marshall School of Business","ACCT","20211"
