"SECTION","SCHOOL","COURSE_CODE","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPTOWNERNAME","DEPARTMENT","origin"
"10230","ACAD","ACAD-302","1","4","4","The Hacker Imagination: from Ancient Greece to Cupertino","C","","Y","10:00","11:50","MW","39","","Thomas, Doug","IYH210","39","Exploring issues in innovation, design and invention from the perspective of the hacker imagination.","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"10240","ACAD","ACAD-317","1","4","4","Designing Media Studio","C ","","N ","TBA ","TBA ","","0","","","OFFICE ","0","Students design and develop advanced narrative, immersive and interactive multimedia experiences for existing and experimental platforms. Studio-based structure allows for individual projects and pacing. ","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"10206","ACAD","ACAD-324","1","4","4","The Practice of Design: Ideation to Innovation","C ","","Y ","17:00","19:20","TH","30","","Krohn, Lisa ","IYH212/213 ","30","History and application of proven collaborative design processes and methodologies as they relate to ideation and innovation. ","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"10245","ACAD","ACAD-324","1","4","4","The Practice of Design: Ideation to Innovation","C ","","Y ","9:00","11:20","MW","28","","Wolter, Davina","IYH212/213 ","28","History and application of proven collaborative design processes and methodologies as they relate to ideation and innovation. ","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"10213","ACAD","ACAD-345","1","4","4","Designing Products II ","C ","","Y ","14:00","16:50","TH","5","","Delgatty, Grant ","IYH111 ","5","A thorough look into developing a feasible consumer product through implementing all aspects of the R&D process, including consumer insights, competitive analysis, ideation and manufacturability. ","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"10215","ACAD","ACAD-362","1","4","4","Analytics for Health Innovators ","C ","","Y ","15:00","16:50","MW","12","","Crowley, Michael, Gregory ","IYH111 ","12","Theory and methods of health data analytics, including foundational knowledge in statistical methods, data mining, big data applications, visual analytics and physician performance. ","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"10224","ACAD","ACAD-376","1","4","4","Industry Practicum I: Designing and Implementing Real-World Solutions","C","","Y","15:00","16:50","MW","40","","Manos, Matthew","IYH210/211","40","Practicum through which students serve as design strategists for high-profile industry collaborators, and learn advanced methods and processes to solve problems in field-specific environments.","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"10217","ACAD","ACAD-419","1","2","2","Professional Internship ","C ","","Y ","TBA ","TBA ","","0","","Dent, Patrick, H","OFFICE ","0","An experiential/academic opportunity in an arts, technology and business related facility. Written analysis, evaluation, and working internship.","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"10216","ACAD","ACAD-475A","1","4","4","The Garage Experience","C","","Y","12:00","14:50","MW","25","","Manos, Matthew Jones, Trent","IYH110","25","Academy capstone leading to innovative outcomes, including advanced research artifacts, operational prototypes, and breakthrough enterprises across multiple fields and industries.","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"10218","ACAD","ACAD-475A","1","4","4","The Garage Experience ","C ","","N ","12:00","14:50","MW","0","",""," ","0","Academy capstone leading to innovative outcomes, including advanced research artifacts, operational prototypes, and breakthrough enterprises across multiple fields and industries. ","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"10229","ACAD","ACAD-490","1","1","5","Directed Research ","C ","","Y ","TBA ","TBA ","","0","","","OFFICE ","0","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"10227","ACAD","ACAD-490","1","1","8","Directed Research ","C ","N ","Y ","TBA ","TBA ","","0","","","OFFICE ","0","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"10226","ACAD","ACAD-490","1","1","8","Directed Research ","C ","N ","Y ","TBA ","TBA ","","0","","","OFFICE ","0","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"10220","ACAD","ACAD-490","1","1","8","Directed Research ","C ","","Y ","TBA ","TBA ","","0","","","OFFICE ","0","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"10228","ACAD","ACAD-490","1","1","8","Directed Research ","C ","N ","Y ","TBA ","TBA ","","1","","Hughes, Adam","OFFICE ","1","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"10231","ACAD","ACAD-490","1","1","5","Directed Research ","C ","N ","Y ","TBA ","TBA ","","1","","Delgatty, Grant ","OFFICE ","1","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"10237","ACAD","ACAD-491","1","1","4","Individual Instruction","C ","","Y ","TBA ","TBA ","","1","","Manos, Matthew","OFFICE ","1","Weekly, individual instruction with an Academy professor for deep exploration and study within an Academy core discipline.","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"10236","ACAD","ACAD-491","1","1","4","Individual Instruction","C ","","Y ","TBA ","TBA ","","1","","Manos, Matthew","OFFICE ","1","Weekly, individual instruction with an Academy professor for deep exploration and study within an Academy core discipline.","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"10247","ACAD","ACAD-590","1","1","3","Directed Research ","C ","","Y ","TBA ","TBA ","","0","A ","Crowley, Michael, Gregory ","ONLINE ","0","Research leading to graduate degree. Maximum units which may be applied to degree determined by department. ","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"10248","ACAD","ACAD-590","1","1","3","Directed Research ","C ","","Y ","TBA ","TBA ","","0","A ","Crowley, Michael, Gregory ","ONLINE ","0","Research leading to graduate degree. Maximum units which may be applied to degree determined by department. ","Jimmy Iovine and Andre Young Academy","ACAD","20213"
"14027","BUAD","ACCT-370","1","4","4","External Financial Reporting Issues ","C ","A ","Y ","12:00","13:50","MW","47","","Smith, Lori, L. ","JFF414 ","47","Understanding of decision-making, problem solving, and research skills as a supplement to financial accounting knowledge for accounting professionals.","Gordon S. Marshall School of Business","ACCT","20213"
"14029","BUAD","ACCT-370","1","0","0","External Financial Reporting Issues ","L ","A ","Y ","10:00","11:50","F ","47","","Smith, Lori, L. ","HOH2 ","47","Understanding of decision-making, problem solving, and research skills as a supplement to financial accounting knowledge for accounting professionals.","Gordon S. Marshall School of Business","ACCT","20213"
"14040","BUAD","ACCT-371","1","4","4","Introduction to Accounting Systems","C ","A ","Y ","10:00","11:50","TH","46","","Simon, Andreas","ACC201 ","46","Understanding of technology and controls needed to capture data used by professionals in financial and managerial accounting, auditing and taxation.","Gordon S. Marshall School of Business","ACCT","20213"
"14044","BUAD","ACCT-371","1","0","0","Introduction to Accounting Systems","D ","A ","Y ","TBA ","TBA ","F ","46","","Simon, Andreas","TBA","46","Understanding of technology and controls needed to capture data used by professionals in financial and managerial accounting, auditing and taxation.","Gordon S. Marshall School of Business","ACCT","20213"
"14051","BUAD","ACCT-372","442","2","2","Internal Reporting Issues ","C ","","Y ","12:00","13:50","MW","39","A ","Jackson, Cecil, W.","ONLINE ","39","Understanding of decision-making, problem solving, and research skills as a supplement to managerial accounting knowledge for accounting professionals. ","Gordon S. Marshall School of Business","ACCT","20213"
"14050","BUAD","ACCT-372","442","2","2","Internal Reporting Issues ","C ","","Y ","14:00","15:50","MW","40","A ","Jackson, Cecil, W.","ONLINE ","40","Understanding of decision-making, problem solving, and research skills as a supplement to managerial accounting knowledge for accounting professionals. ","Gordon S. Marshall School of Business","ACCT","20213"
"14057","BUAD","ACCT-373","431","2","2","Introduction to Auditing and Assurance Services","C","A","Y","12:00","13:50","MW","32","","Layton, Rose, M.","ACC205","32","Exploration of the requisite skills and knowledge needed to offerservices in assurance, attestation or auditing engagements. Prerequisites: ACCT 370 and ACCT 371. Duplicates credit in ACCT 456","Gordon S. Marshall School of Business","ACCT","20213"
"14056","BUAD","ACCT-373","431","2","2","Introduction to Auditing and Assurance Services","C","A","Y","10:00","11:50","MW","39","","Layton, Rose, M.","ACC201","39","Exploration of the requisite skills and knowledge needed to offerservices in assurance, attestation or auditing engagements. Prerequisites: ACCT 370 and ACCT 371. Duplicates credit in ACCT 456","Gordon S. Marshall School of Business","ACCT","20213"
"14058","BUAD","ACCT-373","431","0","0","Introduction to Auditing and Assurance Services","D","A","Y","10:00","11:50","F","71","","Layton, Rose, M.","JFF LL125","71","Exploration of the requisite skills and knowledge needed to offerservices in assurance, attestation or auditing engagements. Prerequisites: ACCT 370 and ACCT 371. Duplicates credit in ACCT 456","Gordon S. Marshall School of Business","ACCT","20213"
"14061","BUAD","ACCT-374","431","2","2","Introduction to Tax Issues","C","","Y","12:00","13:50","TH","39","","Kling, Greg","ACC303","39","Basic tax principles, introduction to U.S. federal, state andlocal tax systems, income and expense definitions, property transactions, and fundamentals of individual taxation. Duplicates credit in ACCT 451.","Gordon S. Marshall School of Business","ACCT","20213"
"14062","BUAD","ACCT-374","431","2","2","Introduction to Tax Issues","C","","Y","14:00","15:50","TH","37","","Kling, Greg","ACC303","37","Basic tax principles, introduction to U.S. federal, state andlocal tax systems, income and expense definitions, property transactions, and fundamentals of individual taxation. Duplicates credit in ACCT 451.","Gordon S. Marshall School of Business","ACCT","20213"
"14067","BUAD","ACCT-377","442","2","2","Valuation for Financial Statement Purposes","C ","","Y ","12:00","13:50","MW","29","","Aaron, Tony ","ACC303 ","29","Explores Accounting Standards Codification (ASC) 820 Fair Value Measurements and Disclosures and reviews the historical background of US GAAP fair value guidance. Prerequisite: ACCT 370.","Gordon S. Marshall School of Business","ACCT","20213"
"14066","BUAD","ACCT-377","442","2","2","Valuation for Financial Statement Purposes","C ","","Y ","10:00","11:50","MW","43","","Tully, Michael","ACC303 ","43","Explores Accounting Standards Codification (ASC) 820 Fair Value Measurements and Disclosures and reviews the historical background of US GAAP fair value guidance. Prerequisite: ACCT 370.","Gordon S. Marshall School of Business","ACCT","20213"
"14010","BUAD","ACCT-380","1","4","4","Introduction to Enterprise Risk Management","C ","","Y ","10:00","11:50","TH","33","","Jaconi, Kristen, Elizabeth","ACC236 ","33","Understand the concept of risk, risk assessment and management frameworks; learn to identify, analyze, manage and mitigate and communicate this risk to stakeholders. ","Gordon S. Marshall School of Business","ACCT","20213"
"14012","BUAD","ACCT-385","1","4","4","Introduction to Risk Management and Insurance ","C ","","Y ","18:00","21:30","M ","18","","Ching, Ward ","ACC236 ","18","Understand the underlying economics, structure, and business models of an organization (often an insurance carrier) willing to accept risk for diverse situations: property, life, healthcare.","Gordon S. Marshall School of Business","ACCT","20213"
"14013","BUAD","ACCT-387","1","4","4","Risk Management in Entertainment, Sports and the Arts ","C ","","Y ","14:00","15:50","TH","35","","Jaconi, Kristen, Elizabeth","ACC205 ","35","Knowledge and skills needed to identify, analyze, control, finance and report on the risks particular to entertainment, sports and the arts.","Gordon S. Marshall School of Business","ACCT","20213"
"14093","ACCT","ACCT-410","1","4","4","Foundations of Accounting","C","","Y","12:00","13:50","MW","45","","Majors, Tracie, Mc Donald","ACC201","45","Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in accounting or business administration.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20213"
"14097","ACCT","ACCT-410","1","4","4","Foundations of Accounting","C","","Y","16:00","17:50","MW","43","","Majors, Tracie, Mc Donald","ACC201","43","Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in accounting or business administration.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20213"
"14091","ACCT","ACCT-410","1","4","4","Foundations of Accounting","C","","Y","10:00","11:50","MW","44","","Wilson Sweeney, Zivia, L.","JFF416","44","Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in accounting or business administration.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20213"
"14095","ACCT","ACCT-410","1","4","4","Foundations of Accounting","C","","Y","12:00","13:50","MW","42","","Bonner, Sarah, Elizabeth","JFF241","42","Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in accounting or business administration.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20213"
"14094","ACCT","ACCT-410","1","4","4","Foundations of Accounting","C","","Y","10:00","11:50","MW","42","","Bonner, Sarah, Elizabeth","JFF241","42","Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in accounting or business administration.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20213"
"14090","ACCT","ACCT-410","1","4","4","Foundations of Accounting","C","","Y","8:00","9:50","MW","33","","Wilson Sweeney, Zivia, L.","JFF416","33","Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in accounting or business administration.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20213"
"14096","ACCT","ACCT-410","1","4","4","Foundations of Accounting","C","","Y","14:00","15:50","MW","43","","Majors, Tracie, Mc Donald","ACC201","43","Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in accounting or business administration.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20213"
"14102","BUAD","ACCT-415","1","4","4","Intermediate Financial Accounting for Non-Accounting Majors ","C ","","Y ","10:00","11:50","TH","19","","Ryan, Tom ","ACC205 ","19","In-depth study of balance sheet, income statement, and cash flow statement issued from the perspective of a user (not preparer) of corporate financial reports. Not open to accounting majors.","Gordon S. Marshall School of Business","ACCT","20213"
"14106","ACCT","ACCT-416","431","2","2","Financial Reporting and Analysis","C ","","Y ","14:00","15:50","TH","41","","Dechow, Patricia","ACC201 ","41","Examination of the role of financial statement analysis in the prediction of a firm's future financial performance. ","Elaine and Kenneth Leventhal School of Accounting","ACCT","20213"
"14105","ACCT","ACCT-416","431","2","2","Financial Reporting and Analysis","C ","","Y ","12:00","13:50","TH","40","","Dechow, Patricia","ACC201 ","40","Examination of the role of financial statement analysis in the prediction of a firm's future financial performance. ","Elaine and Kenneth Leventhal School of Accounting","ACCT","20213"
"14120","BUAD","ACCT-470","1","4","4","Advanced External Financial Reporting Issues","C ","","Y ","10:00","11:50","MW","44","","Randhawa, Smrity, P.","JFF236 ","44","Develop capabilities to identify and resolve advanced external financial reporting challenges, focusing primarily on operating, financing, and investing activities of business enterprises. Duplicates credit in ACCT 470ab. ","Gordon S. Marshall School of Business","ACCT","20213"
"14121","BUAD","ACCT-470","1","4","4","Advanced External Financial Reporting Issues","C ","","Y ","12:00","13:50","MW","53","","Randhawa, Smrity, P.","JFF236 ","53","Develop capabilities to identify and resolve advanced external financial reporting challenges, focusing primarily on operating, financing, and investing activities of business enterprises. Duplicates credit in ACCT 470ab. ","Gordon S. Marshall School of Business","ACCT","20213"
"14136","BUAD","ACCT-473","442","2","2","Financial Statement Auditing","C","A","Y","12:00","13:50","MW","31","","Layton, Rose, M.","ACC205","31","Course builds on the background developed in ACCT 373, specifically the process used by external auditors to conduct financial statement audits. Prerequisites: ACCT-373. Duplicates credit in ACCT 456.","Gordon S. Marshall School of Business","ACCT","20213"
"14135","BUAD","ACCT-473","442","2","2","Financial Statement Auditing","C","A","Y","10:00","11:50","MW","25","","Layton, Rose, M.","ACC201","25","Course builds on the background developed in ACCT 373, specifically the process used by external auditors to conduct financial statement audits. Prerequisites: ACCT-373. Duplicates credit in ACCT 456.","Gordon S. Marshall School of Business","ACCT","20213"
"14137","BUAD","ACCT-473","442","0","0","Financial Statement Auditing","D","A","Y","10:00","11:50","F","56","","Layton, Rose, M.","JFF LL125","56","Course builds on the background developed in ACCT 373, specifically the process used by external auditors to conduct financial statement audits. Prerequisites: ACCT-373. Duplicates credit in ACCT 456.","Gordon S. Marshall School of Business","ACCT","20213"
"14140","ACCT","ACCT-474","442","2","2","Tax Issues for Business","C","A","Y","10:00","11:50","MW","25","","Wang, Shiing-Wu","JFF331","25","Capabilities to identify and articulate tax issues related to abusiness entity's life: formation, investing, financing and operations, and change of form. Duplicates credit in ACCT 451.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20213"
"14142","ACCT","ACCT-474","442","0","0","Tax Issues for Business","L","A","Y","10:00","11:50","F","25","","Wang, Shiing-Wu","ACC205","25","Capabilities to identify and articulate tax issues related to abusiness entity's life: formation, investing, financing and operations, and change of form. Duplicates credit in ACCT 451.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20213"
"14180","BUAD","ACCT-490","1","2","8","Directed Research ","C ","","Y ","TBA ","TBA ","","0","","","OFFICE ","0","Individual research and readings. Not available for graduate credit.","Gordon S. Marshall School of Business","ACCT","20213"
"14208","GSBA","ACCT-528","442","1.5","1.5","Fair Value Accounting: GAAP, IFRS and Emerging Issues ","C ","","Y ","14:00","15:20","TH","42","","Aaron, Tony ","JKP104 ","42","Case study approach to explore fair value issues in accounting; research and analysis of causes of valuation differences. ","Gordon S. Marshall School of Business","ACCT","20213"
"14209","GSBA","ACCT-528","415","1.5","1.5","Fair Value Accounting: GAAP, IFRS and Emerging Issues ","C ","","Y ","14:00","15:20","TH","2","","Aaron, Tony ","JKP104 ","2","Case study approach to explore fair value issues in accounting; research and analysis of causes of valuation differences. ","Gordon S. Marshall School of Business","ACCT","20213"
"14206","GSBA","ACCT-528","431","1.5","1.5","Fair Value Accounting: GAAP, IFRS and Emerging Issues ","C ","","Y ","14:00","15:20","TH","45","","Ryan, Tom ","JKP104 ","45","Case study approach to explore fair value issues in accounting; research and analysis of causes of valuation differences. ","Gordon S. Marshall School of Business","ACCT","20213"
"14207","GSBA","ACCT-528","411","1.5","1.5","Fair Value Accounting: GAAP, IFRS and Emerging Issues ","C ","","Y ","14:00","15:20","TH","7","","Ryan, Tom ","JKP104 ","7","Case study approach to explore fair value issues in accounting; research and analysis of causes of valuation differences. ","Gordon S. Marshall School of Business","ACCT","20213"
"14205","GSBA","ACCT-529","1","3","3","Tax Data Analytics","C ","","Y ","17:00","19:50","M ","31","B ","Swenson, Charles, W ","BRI8 ","31","Tax analytics from managements perspective; sources of accounting data, introduction to database and ERP tools; application of data and analytics to tax issues.","Gordon S. Marshall School of Business","ACCT","20213"
"14252","GSBA","ACCT-531T","1","3","3","Taxation of Cross-Border Transactions Using Data Analytics","C","","Y","14:00","15:20","MW","31","B","Swenson, Charles, WWang, Shiing-Wu","JKP202","31","Introduction to income taxation of cross-border transactions, state/local and multinational tax rules; application of data and analytics tools to multijurisdictional tax issues.","Gordon S. Marshall School of Business","ACCT","20213"
"14216","GSBA","ACCT-532","442","1.5","1.5","Financial Accounting for Mergers and Acquisitions ","C ","","Y ","14:00","15:20","MW","39","","Braunegg, George","JKP102 ","39","Practical problems in accounting for business combinations. Consolidated financial statements: fair value, acquisition and equity basis accounting. Duplicates credit in former ACCT 582. ","Gordon S. Marshall School of Business","ACCT","20213"
"14217","GSBA","ACCT-532","415","1.5","1.5","Financial Accounting for Mergers and Acquisitions ","C ","","Y ","14:00","15:20","MW","4","","Braunegg, George","JKP102 ","4","Practical problems in accounting for business combinations. Consolidated financial statements: fair value, acquisition and equity basis accounting. Duplicates credit in former ACCT 582. ","Gordon S. Marshall School of Business","ACCT","20213"
"14219","GSBA","ACCT-533","411","1.5","1.5","Mergers and Acquisitions: Tax Planning and Strategy ","C ","","Y ","14:00","15:20","MW","5","","Wang, Shiing-Wu ","JKP102 ","5","Tax planning and strategy in corporate restructuring including mergers, acquisitions, and divestitures.Tax background not required to be successful in this course.Duplicates credit in former ACCT 582.","Gordon S. Marshall School of Business","ACCT","20213"
"14218","GSBA","ACCT-533","431","1.5","1.5","Mergers and Acquisitions: Tax Planning and Strategy ","C ","","Y ","14:00","15:20","MW","36","","Wang, Shiing-Wu ","JKP102 ","36","Tax planning and strategy in corporate restructuring including mergers, acquisitions, and divestitures.Tax background not required to be successful in this course.Duplicates credit in former ACCT 582.","Gordon S. Marshall School of Business","ACCT","20213"
"14228","GSBA","ACCT-541","1","3","3","Auditing in the Enhanced Data Age ","C ","","Y ","9:30","10:50","TH","36","","Perlmutter, Herbert ","JFF241 ","36","Framework of the audit model including use of large data sets with automated audit tools.A lab environment is an integral part of the course. ","Gordon S. Marshall School of Business","ACCT","20213"
"14229","GSBA","ACCT-541","1","0","0","Auditing in the Enhanced Data Age ","L ","","Y ","9:30","10:50","F ","36","","Perlmutter, Herbert ","JKP202 ","36","Framework of the audit model including use of large data sets with automated audit tools.A lab environment is an integral part of the course. ","Gordon S. Marshall School of Business","ACCT","20213"
"14241","GSBA","ACCT-549","1","3","3","Advanced Enterprise Systems and Technologies","C","","Y","9:30 12:30","10:50 13:50","MW F","52","","O'Leary, Daniel, Edmund","JKP102HOH EDI","52","Design, control and development of advanced enterprise systems, using reengineering, focusing on accounting and financial systems, using a wide range of emerging existing technologies.","Gordon S. Marshall School of Business","ACCT","20213"
"14240","GSBA","ACCT-549","1","3","3","Advanced Enterprise Systems and Technologies","C","","Y","8:00 12:30","9:20 13:50","MW F","31","","O'Leary, Daniel, Edmund","JKP102HOH EDI","31","Design, control and development of advanced enterprise systems, using reengineering, focusing on accounting and financial systems, using a wide range of emerging existing technologies.","Gordon S. Marshall School of Business","ACCT","20213"
"14242","GSBA","ACCT-549","1","3","3","Advanced Enterprise Systems and Technologies","C","","Y","11:00 12:30","12:20 13:50","MW F","51","","O'Leary, Daniel, Edmund","JKP102HOH EDI","51","Design, control and development of advanced enterprise systems, using reengineering, focusing on accounting and financial systems, using a wide range of emerging existing technologies.","Gordon S. Marshall School of Business","ACCT","20213"
