"SECTION","SCHOOL","COURSE_CODE","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPTOWNERNAME","DEPARTMENT","origin"
"10256","ACAD","ACAD-324","1","4","4","The Practice of Design: Ideation to Innovation","C ","","Y ","9:00","11:50","MW","29","","Wolter, Davina","IYH212/213 ","29","History and application of proven collaborative design processes and methodologies as they relate to ideation and innovation. ","Jimmy Iovine and Andre Young Academy","ACAD","20223"
"10258","ACAD","ACAD-345","1","4","4","Designing Products II ","C ","","Y ","14:00","16:50","TH","17","","Delgatty, Grant ","IYH110 ","17","A thorough look into developing a feasible consumer product through implementing all aspects of the R&D process, including consumer insights, competitive analysis, ideation and manufacturability. ","Jimmy Iovine and Andre Young Academy","ACAD","20223"
"10267","ACAD","ACAD-362","1","4","4","Analytics for Health Innovators ","C ","","Y ","15:00","16:50","MW","4","","Crowley, Michael, Gregory ","IYH111 ","4","Theory and methods of health data analytics, including foundational knowledge in statistical methods, data mining, big data applications, visual analytics and physician performance. ","Jimmy Iovine and Andre Young Academy","ACAD","20223"
"10269","ACAD","ACAD-376","1","4","4","Industry Practicum I: Designing and Implementing Real-World Solutions","C","","Y","15:00","16:50","MW","30","","Lim, Yihyun","IYH210/211","30","Practicum through which students serve as design strategists for high-profile industry collaborators, and learn advanced methods and processes to solve problems in field-specific environments.","Jimmy Iovine and Andre Young Academy","ACAD","20223"
"10277","ACAD","ACAD-419","1","2","2","Professional Internship ","C ","","Y ","TBA ","TBA ","","2","","Dent, Patrick, H","OFFICE ","2","An experiential/academic opportunity in an arts, technology and business related facility. Written analysis, evaluation, and working internship.","Jimmy Iovine and Andre Young Academy","ACAD","20223"
"10281","ACAD","ACAD-450","1","2","2","Industry and Impact Projects","CL","","Y","18:00","20:50","H","8","","Checchi, RobertWickersheimer, Sibyl","IYH212","8","Practicum in which student teams serve as design strategists for industry collaborators; advanced methods and processes to solve problems in collaborative, field-specific environments.","Jimmy Iovine and Andre Young Academy","ACAD","20223"
"10282","ACAD","ACAD-450","1","2","2","Industry and Impact Projects","CL","","Y","10:00","12:50","F","17","","Wolter, Davina Siegel, Aaron","IYH212/213","17","Practicum in which student teams serve as design strategists for industry collaborators; advanced methods and processes to solve problems in collaborative, field-specific environments.","Jimmy Iovine and Andre Young Academy","ACAD","20223"
"10285","ACAD","ACAD-475A","1","4","4","The Garage Experience ","C ","","Y ","12:00","14:50","MW","33","","Manos, Matthew","IYH110 ","33","Academy capstone leading to innovative outcomes, including advanced research artifacts, operational prototypes, and breakthrough enterprises across multiple fields and industries. ","Jimmy Iovine and Andre Young Academy","ACAD","20223"
"10291","ACAD","ACAD-490","1","1","8","Directed Research ","C ","","Y ","TBA ","TBA ","","1","","Delgatty, Grant ","OFFICE ","1","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20223"
"10292","ACAD","ACAD-490","1","1","4","Directed Research ","C ","","Y ","TBA ","TBA ","","1","","Thomas, Doug","OFFICE ","1","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20223"
"10289","ACAD","ACAD-490","648","1","8","Directed Research ","C ","","Y ","TBA ","TBA ","","1","","Thomas, Doug","OFFICE ","1","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20223"
"10287","ACAD","ACAD-490","1","1","6","Directed Research ","C ","","Y ","TBA ","TBA ","","1","","Siegel, Aaron ","OFFICE ","1","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20223"
"10288","ACAD","ACAD-490","508","1","6","Directed Research ","C ","","Y ","TBA ","TBA ","","2","","Child, Stephen, C.","OFFICE ","2","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20223"
"10299","ACAD","ACAD-590","1","1","3","Directed Research ","C ","","Y ","TBA ","TBA ","","0","A ","Crowley, Michael, Gregory ","ONLINE ","0","Research leading to graduate degree. Maximum units which may be applied to degree determined by department. ","Jimmy Iovine and Andre Young Academy","ACAD","20223"
"10298","ACAD","ACAD-590","1","1","3","Directed Research ","C ","","Y ","TBA ","TBA ","","0","A ","Crowley, Michael, Gregory ","ONLINE ","0","Research leading to graduate degree. Maximum units which may be applied to degree determined by department. ","Jimmy Iovine and Andre Young Academy","ACAD","20223"
"14027","BUAD","ACCT-370","1","4","4","External Financial Reporting Issues ","C ","A ","Y ","12:00","13:50","MW","30","","Wiesen,Taylor ","BRI5 ","30","Understanding of decision-making, problem solving, and research skills as a supplement to financial accounting knowledge for accounting professionals.","Gordon S. Marshall School of Business","ACCT","20223"
"14026","BUAD","ACCT-370","1","4","4","External Financial Reporting Issues ","C ","A ","Y ","14:00","15:50","MW","27","","Wiesen,Taylor ","BRI5 ","27","Understanding of decision-making, problem solving, and research skills as a supplement to financial accounting knowledge for accounting professionals.","Gordon S. Marshall School of Business","ACCT","20223"
"14029","BUAD","ACCT-370","1","0","0","External Financial Reporting Issues ","L ","A ","Y ","10:00","11:50","F ","57","","Wiesen,Taylor ","JFF233 ","57","Understanding of decision-making, problem solving, and research skills as a supplement to financial accounting knowledge for accounting professionals.","Gordon S. Marshall School of Business","ACCT","20223"
"14041","BUAD","ACCT-371","1","4","4","Introduction to Accounting Systems","C ","A ","Y ","12:00","13:50","TH","26","","Simon, Andreas","BRI5 ","26","Understanding of technology and controls needed to capture data used by professionals in financial and managerial accounting, auditing and taxation.","Gordon S. Marshall School of Business","ACCT","20223"
"14040","BUAD","ACCT-371","1","4","4","Introduction to Accounting Systems","C ","A ","Y ","10:00","11:50","TH","29","","Simon, Andreas","BRI5 ","29","Understanding of technology and controls needed to capture data used by professionals in financial and managerial accounting, auditing and taxation.","Gordon S. Marshall School of Business","ACCT","20223"
"14044","BUAD","ACCT-371","1","0","0","Introduction to Accounting Systems","D ","A ","Y ","TBA ","TBA ","F ","55","","Simon, Andreas","OFFICE ","55","Understanding of technology and controls needed to capture data used by professionals in financial and managerial accounting, auditing and taxation.","Gordon S. Marshall School of Business","ACCT","20223"
"14051","BUAD","ACCT-372","442","2","2","Internal Reporting Issues ","C ","","Y ","12:00","13:50","TH","36","","Nelson, Danette ","ACC201 ","36","Understanding of decision-making, problem solving, and research skills as a supplement to managerial accounting knowledge for accounting professionals. ","Gordon S. Marshall School of Business","ACCT","20223"
"14050","BUAD","ACCT-372","442","2","2","Internal Reporting Issues ","C ","","Y ","10:00","11:50","TH","29","","Nelson, Danette ","ACC201 ","29","Understanding of decision-making, problem solving, and research skills as a supplement to managerial accounting knowledge for accounting professionals. ","Gordon S. Marshall School of Business","ACCT","20223"
"14057","BUAD","ACCT-373","431","2","2","Introduction to Auditing and Assurance Services","C","A","Y","12:00","13:50","MW","41","","Layton, Rose, M.","ACC201","41","Exploration of the requisite skills and knowledge needed to offerservices in assurance, attestation or auditing engagements. Prerequisites: ACCT 370 and ACCT 371. Duplicates credit in ACCT 456","Gordon S. Marshall School of Business","ACCT","20223"
"14056","BUAD","ACCT-373","431","2","2","Introduction to Auditing and Assurance Services","C","A","Y","10:00","11:50","MW","25","","Layton, Rose, M.","ACC201","25","Exploration of the requisite skills and knowledge needed to offerservices in assurance, attestation or auditing engagements. Prerequisites: ACCT 370 and ACCT 371. Duplicates credit in ACCT 456","Gordon S. Marshall School of Business","ACCT","20223"
"14058","BUAD","ACCT-373","431","0","0","Introduction to Auditing and Assurance Services","D","A","Y","10:00","11:50","F","66","","Layton, Rose, M.","HOH2","66","Exploration of the requisite skills and knowledge needed to offerservices in assurance, attestation or auditing engagements. Prerequisites: ACCT 370 and ACCT 371. Duplicates credit in ACCT 456","Gordon S. Marshall School of Business","ACCT","20223"
"14061","BUAD","ACCT-374","431","2","2","Introduction to Tax Issues","C","","Y","12:00","13:50","TH","38","","Kling, Greg","ACC236","38","Basic tax principles, introduction to U.S. federal, state andlocal tax systems, income and expense definitions, property transactions, and fundamentals of individual taxation. Duplicates credit in ACCT 451.","Gordon S. Marshall School of Business","ACCT","20223"
"14062","BUAD","ACCT-374","431","2","2","Introduction to Tax Issues","C","","Y","10:00","11:50","TH","32","","Kling, Greg","ACC236","32","Basic tax principles, introduction to U.S. federal, state andlocal tax systems, income and expense definitions, property transactions, and fundamentals of individual taxation. Duplicates credit in ACCT 451.","Gordon S. Marshall School of Business","ACCT","20223"
"14067","BUAD","ACCT-377","442","2","2","Valuation for Financial Statement Purposes","C ","","Y ","12:00","13:50","MW","40","","Aaron, Tony ","ACC205 ","40","Explores Accounting Standards Codification (ASC) 820 Fair Value Measurements and Disclosures and reviews the historical background of US GAAP fair value guidance. Prerequisite: ACCT 370.","Gordon S. Marshall School of Business","ACCT","20223"
"14066","BUAD","ACCT-377","442","2","2","Valuation for Financial Statement Purposes","C ","","Y ","14:00","15:50","MW","26","","Tully, Michael","ACC205 ","26","Explores Accounting Standards Codification (ASC) 820 Fair Value Measurements and Disclosures and reviews the historical background of US GAAP fair value guidance. Prerequisite: ACCT 370.","Gordon S. Marshall School of Business","ACCT","20223"
"14010","BUAD","ACCT-380","1","4","4","Introduction to Enterprise Risk Management","C ","","Y ","10:00","11:50","TH","36","","Jaconi, Kristen, Elizabeth","JFF236 ","36","Understand the concept of risk, risk assessment, and management frameworks. Learn to identify, analyze, manage and mitigate, and communicate this risk to stakeholders. ","Gordon S. Marshall School of Business","ACCT","20223"
"14012","BUAD","ACCT-385","1","4","4","Introduction to Risk Management and Insurance","C","","Y","18:00","21:30","M","26","","Ching, WardJaconi, Kristen, Elizabeth","ACC236","26","Understand the underlying economics, structure, and business models of an organization (often an insurance carrier) willing to accept risk for diverse situations: property, life, healthcare.","Gordon S. Marshall School of Business","ACCT","20223"
"14013","BUAD","ACCT-387","1","4","4","Risk Management in Entertainment, Sports and the Arts ","C ","","Y ","14:00","15:50","TH","43","","Jaconi, Kristen, Elizabeth","ACC201 ","43","Knowledge and skills needed to identify, analyze, control, finance and report on the risks particular to entertainment, sports and the arts.","Gordon S. Marshall School of Business","ACCT","20223"
"14093","BUAD","ACCT-410","1","4","4","Foundations of Accounting ","C ","","Y ","12:00","13:50","MW","47","","Bonner, Sarah, Elizabeth","JFF239 ","47","Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in Accounting or Business. ","Gordon S. Marshall School of Business","ACCT","20223"
"14097","BUAD","ACCT-410","1","4","4","Foundations of Accounting ","C ","","Y ","16:00","17:50","MW","34","","Smith, Harris ","ACC201 ","34","Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in Accounting or Business. ","Gordon S. Marshall School of Business","ACCT","20223"
"14091","BUAD","ACCT-410","1","4","4","Foundations of Accounting ","C ","","Y ","10:00","11:50","MW","47","","Bonner, Sarah, Elizabeth","JFF239 ","47","Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in Accounting or Business. ","Gordon S. Marshall School of Business","ACCT","20223"
"14095","BUAD","ACCT-410","1","4","4","Foundations of Accounting ","C ","","Y ","10:00","11:50","TH","42","","Simitian, Richard ","JFF241 ","42","Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in Accounting or Business. ","Gordon S. Marshall School of Business","ACCT","20223"
"14094","BUAD","ACCT-410","1","4","4","Foundations of Accounting ","C ","","Y ","12:00","13:50","TH","47","","Simitian, Richard ","JFF241 ","47","Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in Accounting or Business. ","Gordon S. Marshall School of Business","ACCT","20223"
"14096","BUAD","ACCT-410","1","4","4","Foundations of Accounting ","C ","","Y ","14:00","15:50","MW","34","","Smith, Harris ","ACC201 ","34","Non-technical presentation of accounting for users of accounting information; introduction to financial and managerial accounting. Not open to students with course credits in accounting. Not available for unit or course credit toward a degree in Accounting or Business. ","Gordon S. Marshall School of Business","ACCT","20223"
"14106","BUAD","ACCT-416","431","2","2","Financial Reporting and Analysis","C ","","Y ","10:00","11:50","TH","45","","Aaron, Tony ","ACC201 ","45","Examination of the role of financial statement analysis in the prediction of a firm's future financial performance. ","Gordon S. Marshall School of Business","ACCT","20223"
"14120","BUAD","ACCT-470","1","4","4","Advanced External Financial Reporting Issues","C ","","Y ","14:00","15:50","MW","59","","Randhawa, Smrity, P.","JFF236 ","59","Develop capabilities to identify and resolve advanced external financial reporting challenges, focusing primarily on operating, financing, and investing activities of business enterprises.","Gordon S. Marshall School of Business","ACCT","20223"
"14136","BUAD","ACCT-473","442","2","2","Financial Statement Auditing","C","A","Y","12:00","13:50","MW","43","","Layton, Rose, M.","ACC201","43","Course builds on the background developed in ACCT 373, specifically the process used by external auditors to conduct financial statement audits. Prerequisites: ACCT-373. Duplicates credit in ACCT 456.","Gordon S. Marshall School of Business","ACCT","20223"
"14137","BUAD","ACCT-473","442","0","0","Financial Statement Auditing","D","A","Y","10:00","11:50","F","43","","Layton, Rose, M.","HOH2","43","Course builds on the background developed in ACCT 373, specifically the process used by external auditors to conduct financial statement audits. Prerequisites: ACCT-373. Duplicates credit in ACCT 456.","Gordon S. Marshall School of Business","ACCT","20223"
"14140","ACCT","ACCT-474","442","2","2","Tax Issues for Business","C","A","Y","10:00","11:50","MW","27","","Wang, Shiing-Wu","JFF331","27","Capabilities to identify and articulate tax issues related to abusiness entity's life: formation, investing, financing and operations, and change of form. Duplicates credit in ACCT 451.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20223"
"14142","ACCT","ACCT-474","442","0","0","Tax Issues for Business","L","A","Y","10:00","11:50","F","27","","Wang, Shiing-Wu","JFF327","27","Capabilities to identify and articulate tax issues related to abusiness entity's life: formation, investing, financing and operations, and change of form. Duplicates credit in ACCT 451.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20223"
"14180","BUAD","ACCT-490","1","2","8","Directed Research ","C ","","Y ","TBA ","TBA ","","1","","Swenson, Charles, W ","OFFICE ","1","Individual research and readings. Not available for graduate credit.","Gordon S. Marshall School of Business","ACCT","20223"
"14188","BUAD","ACCT-494","1","2","2","Marshall Honors Research and Thesis ","C ","","Y ","17:00","18:50","H ","6","","Ogneva, Maria ","OFFICE ","6","Experience in conducting research and writing a thesis under supervision of a faculty adviser.","Gordon S. Marshall School of Business","ACCT","20223"
"14181","BUAD","ACCT-499","1","4","4","Special Topics","C ","","Y ","12:00","13:50","TH","13","","Dechow, Patricia","JFF239 ","13","Selected topics reflecting current trends and recent developments in the field of accounting. Topics vary each semester.","Gordon S. Marshall School of Business","ACCT","20223"
"14208","GSBA","ACCT-528","442","1.5","1.5","Fair Value Accounting: GAAP, IFRS and Emerging Issues ","C ","","Y ","15:30","16:50","TH","19","","Aaron, Tony ","JKP202 ","19","Case study approach to explore fair value issues in accounting; research and analysis of causes of valuation differences. ","Gordon S. Marshall School of Business","ACCT","20223"
"14207","GSBA","ACCT-528","411","1.5","1.5","Fair Value Accounting: GAAP, IFRS and Emerging Issues ","C ","","Y ","15:30","16:50","TH","3","","Aaron, Tony ","JKP202 ","3","Case study approach to explore fair value issues in accounting; research and analysis of causes of valuation differences. ","Gordon S. Marshall School of Business","ACCT","20223"
"14206","GSBA","ACCT-528","431","1.5","1.5","Fair Value Accounting: GAAP, IFRS and Emerging Issues ","C ","","Y ","15:30","16:50","TH","37","","Aaron, Tony ","JKP202 ","37","Case study approach to explore fair value issues in accounting; research and analysis of causes of valuation differences. ","Gordon S. Marshall School of Business","ACCT","20223"
"14209","GSBA","ACCT-528","415","1.5","1.5","Fair Value Accounting: GAAP, IFRS and Emerging Issues ","C ","","Y ","15:30","16:50","TH","2","","Aaron, Tony ","JKP202 ","2","Case study approach to explore fair value issues in accounting; research and analysis of causes of valuation differences. ","Gordon S. Marshall School of Business","ACCT","20223"
"14205","GSBA","ACCT-529","1","3","3","Tax Data Analytics","C","","Y","17:00","19:50","M","27","","Swenson, Charles, WWang, Chunglin","JKP202","27","Tax analytics from managements perspective; sources of accounting data, introduction to database and ERP tools; application of data and analytics to tax issues.","Gordon S. Marshall School of Business","ACCT","20223"
"14252","GSBA","ACCT-531T","1","3","3","Taxation of Cross-Border Transactions Using Data Analytics","C","","Y","14:00","15:20","MW","24","","Swenson, Charles, WWang, Shiing-Wu","JKP202","24","Introduction to income taxation of cross-border transactions, state/local and multinational tax rules; application of data and analytics tools to multijurisdictional tax issues.","Gordon S. Marshall School of Business","ACCT","20223"
"14216","GSBA","ACCT-532","442","1.5","1.5","Financial Accounting for Mergers and Acquisitions ","C ","","Y ","14:00","15:20","MW","40","","Braunegg, George","JKP102 ","40","Practical problems in accounting for business combinations. Consolidated financial statements: fair value, acquisition and equity basis accounting. Duplicates credit in former ACCT 582. ","Gordon S. Marshall School of Business","ACCT","20223"
"14217","GSBA","ACCT-532","415","1.5","1.5","Financial Accounting for Mergers and Acquisitions ","C ","","Y ","14:00","15:20","MW","6","","Braunegg, George","JKP102 ","6","Practical problems in accounting for business combinations. Consolidated financial statements: fair value, acquisition and equity basis accounting. Duplicates credit in former ACCT 582. ","Gordon S. Marshall School of Business","ACCT","20223"
"14219","GSBA","ACCT-533","411","1.5","1.5","Mergers and Acquisitions: Tax Planning and Strategy ","C ","","Y ","14:00","15:20","MW","3","","Wang, Shiing-Wu ","JKP102 ","3","Tax planning and strategy in corporate restructuring including mergers, acquisitions, and divestitures.Tax background not required to be successful in this course.Duplicates credit in former ACCT 582.","Gordon S. Marshall School of Business","ACCT","20223"
"14218","GSBA","ACCT-533","431","1.5","1.5","Mergers and Acquisitions: Tax Planning and Strategy ","C ","","Y ","14:00","15:20","MW","38","","Wang, Shiing-Wu ","JKP102 ","38","Tax planning and strategy in corporate restructuring including mergers, acquisitions, and divestitures.Tax background not required to be successful in this course.Duplicates credit in former ACCT 582.","Gordon S. Marshall School of Business","ACCT","20223"
"14242","GSBA","ACCT-549","1","3","3","Advanced Enterprise Systems and Technologies","C","","Y","11:00 12:30","12:20 13:50","MW F","32","","Simon, Andreas","JKP102JKP210","32","Design, control and development of advanced enterprise systems, using reengineering, focusing on accounting and financial systems, using a wide range of emerging existing technologies.","Gordon S. Marshall School of Business","ACCT","20223"
"14241","GSBA","ACCT-549","1","3","3","Advanced Enterprise Systems and Technologies","C","","Y","9:30 12:30","10:50 13:50","MW F","34","","Simon, Andreas","JKP102JKP210","34","Design, control and development of advanced enterprise systems, using reengineering, focusing on accounting and financial systems, using a wide range of emerging existing technologies.","Gordon S. Marshall School of Business","ACCT","20223"
"14246","GSBA","ACCT-550T","378","3","3","Tax Research and Professional Responsibilities","C ","","Y ","17:30","19:00","W ","21","","Comi, Diane ","ONLINE ","21","Tax law research methods; interpreting statutes, cases and rulings; communicating research results; administration and professional responsibilities of tax practice. ","Gordon S. Marshall School of Business","ACCT","20223"
"14244","ACCT","ACCT-551T","1","3","3","Taxation of Partnerships and S-Corps","C ","","Y ","12:30","13:50","MW","24","","Mills, Patricia ","JKP204 ","24","Federal taxation of flow-through entities, including:partnerships, S corporations, limited liability partnerships(LLPs), and limited liability companies (LLCs). Recommended preparation: ACCT-550T or ACCT-560T or LAW 600.","Elaine and Kenneth Leventhal School of Accounting","ACCT","20223"
"14253","GSBA","ACCT-554T","1","3","3","Research, Theory and Ethics in Taxation","C","","Y","9:30","12:20","T","24","","Barcal, Jack Comi, Diane","JKP104","24","Basic theories of tax law, application of research tools, interpretation of statutes, cases and rulings, within the context of the professional responsibilities of tax practice. Duplicates credit in ACCT 550T and ACCT 560T.","Gordon S. Marshall School of Business","ACCT","20223"
"14261","GSBA","ACCT-559","1","3","3","Strategy and Operations Through CFO Lens","C ","","Y ","9:30","10:50","TH","8","","Perlmutter, Herbert ","JKP202 ","8","Examination of strategic objectives and operations within specific industries and companies. Chief Financial Officers present how they view the business as a whole and measure performance effectively.","Gordon S. Marshall School of Business","ACCT","20223"
"14263","GSBA","ACCT-559","33","3","3","Strategy and Operations Through CFO Lens","C ","","Y ","9:30","10:50","TH","39","","Perlmutter, Herbert ","JKP202 ","39","Examination of strategic objectives and operations within specific industries and companies. Chief Financial Officers present how they view the business as a whole and measure performance effectively.","Gordon S. Marshall School of Business","ACCT","20223"
"14268","GSBA","ACCT-560T","378","3","3","Tax Theory and Ethics ","C ","","Y ","17:30","19:00","M ","26","","Barcal, Jack","ONLINE ","26","Taxation and its relationship to business and investment decisions; the effects of taxation on business organization, capital structure, policies, operation, and expansion.","Gordon S. Marshall School of Business","ACCT","20223"
"14266","ACCT","ACCT-561T","1","3","3","Income Tax of Corporations and Their Shareholders ","C ","","Y ","8:00","9:20","TH","23","","Kling, Greg ","JKP104 ","23"," Concepts and principles governing the taxation of corporations and their shareholders; the effect of taxes on corporate formation, capital structure, distributions, and liquidations. Recommended preparation: ACCT-550T or ACCT-560T or LAW-600. ","Elaine and Kenneth Leventhal School of Accounting","ACCT","20223"
